strongs	word	transliteration	derivation	definition	kjv_usage
G4611	Σιλωάμ	Silōám	of Hebrew origin (H07975);	Siloam (i.e. Shiloach), a pool of Jerusalem	Siloam
G4612	σιμικίνθιον	simikínthion	of Latin origin;	a semicinctium or half-girding, i.e. narrow covering (apron)	apron
G4613	Σίμων	Símōn	of Hebrew origin (H08095);	Simon (i.e. Shimon), the name of nine Israelites	Simon
G4614	Σινᾶ	Sinâ	of Hebrew origin (H05514);	Sina (i.e. Sinai), a mountain in Arabia	Sina
G4615	σίναπι	sínapi	perhaps from (to hurt, i.e. sting);	mustard (the plant)	mustard
G4616	σινδών	sindṓn	of uncertain (perhaps foreign) origin;	byssos, i.e. bleached linen (the cloth or a garment of it)	(fine) linen (cloth)
G4617	σινιάζω	siniázō	from (a sieve);	to riddle (figuratively)	sift
G4618	σιτευτός	siteutós	from a derivative of G4621 (σῖτος);	grain-fed, i.e. fattened	fatted
G4619	σιτιστός	sitistós	from a derivative of G4621 (σῖτος);	grained, i.e. fatted	fatling
G4620	σιτόμετρον	sitómetron	from G4621 (σῖτος) and G3358 (μέτρον);	a grain-measure, i.e. (by implication) ration (allowance of food)	portion of meat
G4621	σῖτος	sîtos	of uncertain derivation;	grain, especially wheat	corn, wheat
G4622	Σιών	Siṓn	of Hebrew origin (H06726);	Sion (i.e. Tsijon), a hill of Jerusalem; figuratively, the Church (militant or triumphant)	Sion
G4623	σιωπάω	siōpáō	from (silence, i.e. a hush;	properly, muteness, i.e. involuntary stillness, or inability to speak; and thus differing from G4602 (σιγή), which is rather a voluntary refusal or indisposition to speak, although the terms are often used synonymously); to be dumb (but not deaf also, like 2974 properly); figuratively, to be calm (as quiet water)	dumb, (hold) peace
G4624	σκανδαλίζω	skandalízō	from G4625 (σκάνδαλον);	to entrap, i.e. trip up (figuratively, stumble (transitively) or entice to sin, apostasy or displeasure)	(make to) offend
G4625	σκάνδαλον	skándalon	("scandal"); probably from a derivative of G2578 (κάμπτω);	a trap-stick (bent sapling), i.e. snare (figuratively, cause of displeasure or sin)	occasion to fall (of stumbling), offence, thing that offends, stumblingblock
G4626	σκάπτω	skáptō	apparently a primary verb;	to dig	dig
G4627	σκάφη	skáphē		a "skiff" (as if dug out), or yawl (carried aboard a large vessel for landing)	boat
G4628	σκέλος	skélos	apparently from (to parch;	through the idea of leanness); the leg (as lank)	leg
G4629	σκέπασμα	sképasma	from a derivative of (a covering;	perhaps akin to the base of G4649 (σκοπός) through the idea of noticeableness); clothing	raiment
G4630	Σκευᾶς	Skeuâs	apparently of Latin origin;	left-handed; Scevas (i.e. Scævus), an Israelite	Sceva
G4631	σκευή	skeuḗ	from G4632 (σκεῦος);	furniture, i.e. spare tackle	tackling
G4632	σκεῦος	skeûos	of uncertain affinity;	a vessel, implement, equipment or apparatus (literally or figuratively [specially, a wife as contributing to the usefulness of the husband])	goods, sail, stuff, vessel
G4633	σκηνή	skēnḗ	apparently akin to G4632 (σκεῦος) and G4639 (σκιά);	a tent or cloth hut (literally or figuratively)	habitation, tabernacle
G4634	σκηνοπηγία	skēnopēgía	from G4636 (σκῆνος) and G4078 (πήγνυμι);	the Festival of Tabernacles (so called from the custom of erecting booths for temporary homes)	tabernacles
G4635	σκηνοποιός	skēnopoiós	from G4633 (σκηνή) and G4160 (ποιέω);	a manufacturer of tents	tent-maker
G4636	σκῆνος	skēnos	from G4633 (σκηνή);	a hut or temporary residence, i.e. (figuratively) the human body (as the abode of the spirit)	tabernacle
G4637	σκηνόω	skēnóō	from G4636 (σκῆνος);	to tent or encamp, i.e. (figuratively) to occupy (as a mansion) or (specially), to reside (as God did in the Tabernacle of old, a symbol of protection and communion)	dwell
G4638	σκήνωμα	skḗnōma	from G4637 (σκηνόω);	an encampment, i.e. (figuratively) the Temple (as God's residence), the body (as a tenement for the soul)	tabernacle
G4639	σκιά	skiá	apparently a primary word;	"shade" or a shadow (literally or figuratively (darkness of error or an adumbration))	shadow
G4640	σκιρτάω	skirtáō	akin to (to skip);	to jump, i.e. sympathetically move (as the quickening of a fetus)	leap (for joy)
G4641	σκληροκαρδία	sklērokardía	feminine of a compound of G4642 (σκληρός) and G2588 (καρδία);	hard-heartedness, i.e. (specially), destitution of (spiritual) perception	hardness of heart
G4642	σκληρός	sklērós	from the base of G4628 (σκέλος);	dry, i.e. hard or tough (figuratively, harsh, severe)	fierce, hard
G4643	σκληρότης	sklērótēs	from G4642 (σκληρός);	callousness, i.e. (figuratively) stubbornness	hardness
G4644	σκληροτράχηλος	sklērotráchēlos	from G4642 (σκληρός) and G5137 (τράχηλος);	hardnaped, i.e. (figuratively) obstinate	stiffnecked
G4645	σκληρύνω	sklērýnō	from G4642 (σκληρός);	to indurate, i.e. (figuratively) render stubborn	harden
G4646	σκολιός	skoliós	from the base of G4628 (σκέλος);	warped, i.e. winding; figuratively, perverse	crooked, froward, untoward
G4647	σκόλοψ	skólops	perhaps from the base of G4628 (σκέλος) and G3700 (ὀπτάνομαι);	withered at the front, i.e. a point or prickle (figuratively, a bodily annoyance or disability)	thorn
G4648	σκοπέω	skopéō	from G4649 (σκοπός);	to take aim at (spy), i.e. (figuratively) regard	consider, take heed, look at (on), mark
G4649	σκοπός	skopós	from (to peer about ("skeptic");	perhaps akin to G4626 (σκάπτω) through the idea of concealment; compare G4629 (σκέπασμα)); a watch (sentry or scout), i.e. (by implication) a goal	mark
G4650	σκορπίζω	skorpízō	apparently from the same as G4651 (σκορπίος) (through the idea of penetrating);	to dissipate, i.e. (figuratively) put to flight, waste, be liberal	disperse abroad, scatter (abroad)
G4651	σκορπίος	skorpíos	probably from an obsolete (perhaps strengthened from the base of G4649 (σκοπός) and meaning to pierce);	a "scorpion" (from its sting)	scorpion
G4652	σκοτεινός	skoteinós	from G4655 (σκότος);	opaque, i.e. (figuratively) benighted	dark, full of darkness
G4653	σκοτία	skotía	from G4655 (σκότος);	dimness, obscurity (literally or figuratively)	dark(-ness)
G4654	σκοτίζω	skotízō	from G4655 (σκότος);	to obscure (literally or figuratively)	darken
G4655	σκότος	skótos	from the base of G4639 (σκιά);	shadiness, i.e. obscurity (literally or figuratively)	darkness
G4656	σκοτόω	skotóō	from G4655 (σκότος);	to obscure or blind (literally or figuratively)	be full of darkness
G4657	σκύβαλον	skýbalon	neuter of a presumed derivative of G1519 (εἰς) and G2965 (κύων) and G906 (βάλλω);	what is thrown to the dogs, i.e. refuse (ordure)	dung
G4658	Σκύθης	Skýthēs	probably of foreign origin;	a Scythene or Scythian, i.e. (by implication) a savage	Scythian
G4659	σκυθρωπός	skythrōpós	from (sullen) and a derivative of G3700 (ὀπτάνομαι);	angry-visaged, i.e. gloomy or affecting a mournful appearance	of a sad countenance
G4660	σκύλλω	skýllō	apparently a primary verb;	to flay, i.e. (figuratively) to harass	trouble(self)
G4661	σκῦλον	skŷlon	neuter from G4660 (σκύλλω);	something stripped (as a hide), i.e. booty	spoil
G4662	σκωληκόβρωτος	skōlēkóbrōtos	from G4663 (σκώληξ) and a derivative of G977 (βιβρώσκω);	worm-eaten, i.e. diseased with maggots	eaten of worms
G4663	σκώληξ	skṓlēx	of uncertain derivation;	a grub, maggot or earth-worm	worm
G4664	σμαράγδινος	smarágdinos	from G4665 (σμάραγδος);	consisting of emerald	emerald
G4665	σμάραγδος	smáragdos	of uncertain derivation;	the emerald or green gem so called	emerald
G4666	σμύρνα	smýrna	apparently strengthened for G3464 (μύρον);	myrrh	myrrh
G4667	Σμύρνα	Smýrna	the same as G4666 (σμύρνα);	Smyrna, a place in Asia Minor	Smyrna
G4668	Σμυρναῖος	Smyrnaîos	from G4667 (Σμύρνα);	a Smyrnæan	in Smyrna
G4669	σμυρνίζω	smyrnízō	from G4667 (Σμύρνα);	to tincture with myrrh, i.e. embitter (as a narcotic)	mingle with myrrh
G4670	Σόδομα	Sódoma	plural of Hebrew origin (H05467);	Sodoma (i.e. Sedom), a place in Palestine	Sodom
G4671	σοί	soí	dative case of G4771 (σύ);	to thee	thee, thine own, thou, thy
G4672	Σολομών	Solomṓn	of Hebrew origin (H08010);	Solomon (i.e. Shelomoh), the son of David	Solomon
G4673	σορός	sorós	probably akin to the base of G4987 (σωρεύω);	a funereal receptacle (urn, coffin), i.e. (by analogy) a bier	bier
G4674	σός	sós	from G4771 (σύ);	thine	thine (own), thy (friend)
G4675	σοῦ	soû	genitive case of G4771 (σύ);	of thee, thy	X home, thee, thine (own), thou, thy
G4676	σουδάριον	soudárion	of Latin origin;	a sudarium (sweat-cloth), i.e. towel (for wiping the perspiration from the face, or binding the face of a corpse)	handkerchief, napkin
G4677	Σουσάννα	Sousánna	of Hebrew origin (H07799 feminine);	lily; Susannah (i.e. Shoshannah), an Israelitess	Susanna
G4678	σοφία	sophía	from G4680 (σοφός);	wisdom (higher or lower, worldly or spiritual)	wisdom
G4679	σοφίζω	sophízō	from G4680 (σοφός);	to render wise; in a sinister acceptation, to form "sophisms", i.e. continue plausible error	cunningly devised, make wise
G4680	σοφός	sophós	akin to (clear);	wise (in a most general application)	wise
G4681	Σπανία	Spanía	probably of foreign origin;	Spania, a region of Europe	Spain
G4682	σπαράσσω	sparássō	prolongation from (to grasp;	apparently strengthened from G4685 (σπάω) through the idea of spasmodic contraction); to mangle, i.e. convluse with epilepsy	rend, tear
G4683	σπαργανόω	sparganóō	from (a strip;	from a derivative of the base of G4682 (σπαράσσω) meaning to strap or wrap with strips); to swathe (an infant after the Oriental custom)	wrap in swaddling clothes
G4684	σπαταλάω	spataláō	from (luxury);	to be voluptuous	live in pleasure, be wanton
G4685	σπάω	spáō	a primary verb;	to draw	draw (out)
G4686	σπεῖρα	speîra	of immediate Latin origin, but ultimately a derivative of G138 (αἱρέομαι) in the sense of its cognate G1507 (εἱλίσσω);	a coil (spira, "spire"), i.e. (figuratively) a mass of men (a Roman military cohort; also (by analogy) a squad of Levitical janitors)	band
G4687	σπείρω	speírō	probably strengthened from G4685 (σπάω) (through the idea of extending);	to scatter, i.e. sow (literally or figuratively)	sow(- er), receive seed
G4688	σπεκουλάτωρ	spekoulátōr	of Latin origin;	a speculator, i.e. military scout (spy or (by extension) life-guardsman)	executioner
G4689	σπένδω	spéndō	apparently a primary verb;	to pour out as a libation, i.e. (figuratively) to devote (one's life or blood, as a sacrifice) ("spend")	(be ready to) be offered
G4690	σπέρμα	spérma	from G4687 (σπείρω);	something sown, i.e. seed (including the male "sperm"); by implication, offspring; specially, a remnant (figuratively, as if kept over for planting)	issue, seed
G4691	σπερμολόγος	spermológos	from G4690 (σπέρμα) and G3004 (λέγω);	a seed-picker (as the crow), i.e. (figuratively) a sponger, loafer (specially, a gossip or trifler in talk)	babbler
G4692	σπεύδω	speúdō	probably strengthened from G4228 (πούς);	to "speed" ("study"), i.e. urge on (diligently or earnestly); by implication, to await eagerly	(make, with) haste unto
G4693	σπήλαιον	spḗlaion	neuter of a presumed derivative of (a grotto);	a cavern; by implication, a hiding-place or resort	cave, den
G4694	σπιλάς	spilás	of uncertain derivation;	a ledge or reef of rock in the sea	spot (by confusion with G4696 (σπίλος))
G4695	σπιλόω	spilóō	from G4696 (σπίλος);	to stain or soil (literally or figuratively)	defile, spot
G4696	σπίλος	spílos	of uncertain derivation;	a stain or blemish, i.e. (figuratively) defect, disgrace	spot
G4697	σπλαγχνίζομαι	splanchnízomai	middle voice from G4698 (σπλάγχνον);	to have the bowels yearn, i.e. (figuratively) feel sympathy, to pity	have (be moved with) compassion
G4698	σπλάγχνον	splánchnon	probably strengthened from (the "spleen");	an intestine (plural); figuratively, pity or sympathy	bowels, inward affection, + tender mercy
G4699	σπόγγος	spóngos	perhaps of foreign origin;	a "sponge"	spunge
G4700	σποδός	spodós	of uncertain derivation;	ashes	ashes
G4701	σπορά	sporá	from G4687 (σπείρω);	a sowing, i.e. (by implication) parentage	seed
G4702	σπόριμος	spórimos	from G4703 (σπόρος);	sown, i.e. (neuter plural) a planted field	corn(-field)
G4703	σπόρος	spóros	from G4687 (σπείρω);	a scattering (of seed), i.e. (concretely) seed (as sown)	seed (X sown)
G4704	σπουδάζω	spoudázō	from G4710 (σπουδή);	to use speed, i.e. to make effort, be prompt or earnest	do (give) diligence, be diligent (forward), endeavour, labour, study
G4705	σπουδαῖος	spoudaîos	from G4710 (σπουδή);	prompt, energetic, earnest	diligent
G4706	σπουδαιότερον	spoudaióteron	neuter of G4707 (σπουδαιότερος) as adverb;	more earnestly than others), i.e. very promptly	very diligently
G4707	σπουδαιότερος	spoudaióteros	comparative of G4705 (σπουδαῖος);	more prompt, more earnest	more diligent (forward)
G4708	σπουδαιοτέρως	spoudaiotérōs	adverb from G4707 (σπουδαιότερος);	more speedily, i.e. sooner than otherwise	more carefully
G4709	σπουδαίως	spoudaíōs	adverb from G4705 (σπουδαῖος);	earnestly, promptly	diligently, instantly
G4710	σπουδή	spoudḗ	from G4692 (σπεύδω);	"speed", i.e. (by implication) despatch, eagerness, earnestness	business, (earnest) care(-fulness), diligence, forwardness, haste
G4711	σπυρίς	spyrís	from G4687 (σπείρω) (as woven);	a hamper or lunch-receptacle	basket
G4712	στάδιον	stádion	from the base of G2476 (ἵστημι) (as fixed);	a stade or certain measure of distance; by implication, a stadium or race-course	furlong, race
G4713	στάμνος	stámnos	from the base of G2476 (ἵστημι) (as stationary);	a jar or earthen tank	pot
G4714	στάσις	stásis	from the base of G2476 (ἵστημι);	a standing (properly, the act), i.e. (by analogy) position (existence); by implication, a popular uprising; figuratively, controversy	dissension, insurrection, X standing, uproar
G4715	στατήρ	statḗr	from the base of G2746 (καύχησις);	a stander (standard of value), i.e. (specially), a stater or certain coin	piece of money
G4716	σταυρός	staurós	from the base of G2476 (ἵστημι);	a stake or post (as set upright), i.e. (specially), a pole or cross (as an instrument of capital punishment); figuratively, exposure to death, i.e. self-denial; by implication, the atonement of Christ	cross
G4717	σταυρόω	stauróō	from G4716 (σταυρός);	to impale on the cross; figuratively, to extinguish (subdue) passion or selfishness	crucify
G4718	σταφυλή	staphylḗ	probably from the base of G4735 (στέφανος);	a cluster of grapes (as if intertwined)	grapes
